"y1" "y3" "y2"
"1" 0.815961984708532 1.23122082844167 1.97908220736068
"2" 1.22805372017515 2.55197232686922 0.477369030083499
"3" 0.0688712625739634 3.56827866224525 -0.472279165126744
"4" 0.81584055952399 2.65403298519532 -0.90907206368831
"5" 1.5160766770508 2.06250449365877 -0.502974644622009
"6" 1.0328900741916 0.40659133695196 2.05609332810226
"7" 1.68455688634677 0.0848198177938164 1.75428907907013
"8" 0.159719287959415 -0.707525776160144 -0.357399514583914
"9" 2.08503472145571 -0.273473654614213 1.62592651037488
"10" 1.22829978151219 -0.750582977979173 1.49336253475947
"11" 0.172062044298248 1.91105455498494 0.534806203403565
"12" 0.589635364970315 1.14680760011857 0.857099378332636
"13" -0.61085479859169 1.27869204608122 -1.29265254905238
"14" -0.0961419545888592 -0.0539615330809644 -0.894043584278779
"15" 0.428805422909446 0.119028756416906 -0.617255172813237
"16" 0.172501136535719 1.37190194411966 -0.788034693802174
"17" -0.616988128276433 1.55496911802137 0.483985174795805
"18" -1.19792298397546 1.20096642101073 0.218280924825446
"19" -1.88103639530605 -0.311238100157783 -0.552024273396068
"20" -1.44975901336942 -0.568016453630526 -0.51599617823889
"21" -2.03483603475217 -1.51627138784425 -0.641980941618472
"22" -1.65450580765675 -2.00230817294896 -1.10447553040057
"23" -0.611777380350573 0.119722711481876 -0.971724413330533
"24" -0.461236625783048 -0.859941294131775 -1.116111331693
"25" 0.0877908850367963 0.389730574693136 0.320677444029256
"26" 0.0740570571403268 1.36608937531229 1.2766588545764
"27" -1.71712777063964 2.2640738771433 0.0834910715831482
"28" -2.26506420992755 3.87560669260666 -0.963558588609874
"29" -1.27613696740797 3.8437328092417 -0.478560438299604
"30" -1.11354830223336 1.15952453068296 -1.13544615322766
"31" 0.348789169989866 0.0740964845479493 -3.60356618536622
"32" -0.679016408238208 -0.150078654530026 -1.78305395922747
"33" -1.44288115761709 -1.80328027115335 0.0137378765456295
"34" -2.43188033919611 -2.45916358225041 -0.828534955373302
"35" -0.696339762977148 -1.36176311667142 0.0196881488168638
"36" 1.70848791435834 0.936738383853613 0.0263619119144787
"37" 0.636164216464306 2.77729739762386 -2.34227789933116
"38" 0.646752093072768 2.80361467597535 -0.65928896934975
"39" 1.30829144784475 3.64174118148364 -0.268896305850559
"40" 1.72648000876376 3.83434758812872 0.824364417054387
"41" 3.03980431148749 2.44630441953197 -0.810463061267304
"42" 1.3903501750877 2.86427660116601 -1.13937599281474
"43" 1.86043401266085 2.22261219086358 0.724085894777338
"44" -0.515938726963369 0.829428559332249 1.34625087478837
"45" -0.743679089826 0.24461323018867 2.42691829980814
"46" -1.28695921613627 2.05412067822535 0.767973865504678
"47" 0.530856754629692 2.37041316427473 -0.387633249458698
"48" -0.57847367295932 0.635229142187635 -0.360526621565515
"49" -1.58210458477067 0.551895847976275 0.185993449590234
"50" -2.50289430993183 0.482985026360692 1.9165428520528
"51" -2.79773418167663 -0.446023582532835 0.587777513988528
"52" -2.91468557364001 -0.457160676002788 -0.141980231063094
"53" -0.623562440253529 0.442608397480173 -2.6962656458134
"54" -0.322074418845791 -0.438084063584675 -0.417013523895483
"55" -2.54532791094223 -0.858923647768417 0.0285545534315385
"56" -2.68769293193762 -1.91209592365672 2.06054712339421
"57" -2.20596573280361 -0.982229650866517 0.850802262925124
"58" -1.75318172760353 -2.07969171329787 -0.0445106444518852
"59" -2.6051847831409 -2.86321511109346 0.145048610769915
"60" -2.09192589243975 -1.13779332570075 1.34627953180404
"61" -1.79313615434631 1.11897514198887 -0.250777246591026
"62" -0.868385797773537 0.832226220989485 -2.24773668590529
"63" 0.0409981839835247 1.35520328962986 -0.484026120574667
"64" -0.218079834977802 1.22516184965023 0.182443630363236
"65" -1.37599781082749 1.8248554836459 -0.62973241731054
"66" 0.318439197689455 0.540898388921771 0.0107608475021821
"67" -0.621352690122949 0.306019940173059 1.53697090165661
"68" -0.137097953640865 1.57271756720274 0.801108899943886
"69" 0.475018427792987 0.751457242496886 0.46047285036091
"70" 1.01851146655074 0.372731195399107 -0.602979560436561
"71" 2.34408548797073 0.31862648841834 -0.65991329761539
