"Date","GAMMA vísitölur"
"2014-12-03",256.59
"2014-12-04",260.815
"2014-12-05",260.157
"2014-12-08",260.041
"2014-12-09",260.858
"2014-12-10",266.948
"2014-12-11",266.174
"2014-12-12",264.657
"2014-12-15",264.174
"2014-12-16",260.909
"2014-12-17",257.437
"2014-12-18",255.715
"2014-12-19",258.675
"2014-12-22",258.095
"2014-12-23",258.658
"2014-12-29",258.01
"2014-12-30",258.886
"2014-12-31",258.886
"2015-01-02",262.772
"2015-01-05",269.345
"2015-01-06",268.08
"2015-01-07",268.422
"2015-01-08",270.804
"2015-01-09",269.661
"2015-01-12",269.1
"2015-01-13",272.525
"2015-01-14",273.022
"2015-01-15",272.764
"2015-01-16",271.809
"2015-01-19",269.775
"2015-01-20",271.338
"2015-01-21",269.978
"2015-01-23",273.283
"2015-01-26",273.228
"2015-01-27",272.999
"2015-01-28",273.094
"2015-01-29",273.527
"2015-01-30",272.765
"2015-02-02",273.952
"2015-02-03",275.378
"2015-02-04",274.127
"2015-02-05",276.214
"2015-02-06",270.903
"2015-02-09",272.585
"2015-02-10",271.738
"2015-02-11",273.304
"2015-02-12",272.299
"2015-02-13",272.477
"2015-02-16",272.67
"2015-02-17",273.273
"2015-02-18",272.461
"2015-02-19",275.283
"2015-02-20",273.22
"2015-02-23",272.21
"2015-02-24",271.419
"2015-02-25",270.827
"2015-02-26",273.479
"2015-02-27",274.038
"2015-03-02",274.236
"2015-03-03",276.164
"2015-03-04",281.034
"2015-03-05",280.389
"2015-03-06",279.323
"2015-03-09",279.078
"2015-03-10",278.169
"2015-03-11",278.717
"2015-03-12",279.83
"2015-03-13",279.794
"2015-03-16",277.971
"2015-03-17",278.61
"2015-03-18",278.219
"2015-03-19",277.959
"2015-03-20",278.574
"2015-03-23",278.357
"2015-03-24",278.694
"2015-03-25",276.338
"2015-03-26",275.622
"2015-03-27",276.652
"2015-03-30",276.745
"2015-03-31",276.161
"2015-04-01",275.703
"2015-04-07",275.564
"2015-04-08",277.07
"2015-04-09",279.116
"2015-04-10",278.176
"2015-04-13",278.577
"2015-04-14",277.121
"2015-04-15",278.524
"2015-04-16",278.752
"2015-04-17",277.531
"2015-04-20",283.274
"2015-04-21",281.589
"2015-04-24",284.053
"2015-04-27",282.128
"2015-04-28",281.856
"2015-04-29",282.358
"2015-04-30",285.374
"2015-05-04",285.93
"2015-05-05",286.24
"2015-05-06",285.401
"2015-05-07",285.745
"2015-05-08",285.9
"2015-05-11",288.51
"2015-05-12",292.27
"2015-05-13",291.506
"2015-05-15",291.915
"2015-05-18",290.304
"2015-05-19",293.014
"2015-05-20",292.01
"2015-05-21",291.512
"2015-05-22",288.785
"2015-05-26",291.486
"2015-05-27",296.459
"2015-05-28",299.146
"2015-05-29",297.687
"2015-06-01",297.833
"2015-06-02",298.652
"2015-06-03",298.407
"2015-06-04",295.587
"2015-06-05",295.523
"2015-06-08",300.32
"2015-06-09",303.929
"2015-06-10",300.125
"2015-06-11",299.718
"2015-06-12",301.177
"2015-06-15",301.064
"2015-06-16",300.206
"2015-06-18",300.558
"2015-06-19",300.89
"2015-06-22",301.117
"2015-06-23",301.068
"2015-06-24",302.055
"2015-06-25",303.098
"2015-06-26",304.142
"2015-06-29",304.461
"2015-06-30",306.396
"2015-07-01",306.985
"2015-07-02",307.483
"2015-07-03",308.186
"2015-07-06",308.824
"2015-07-07",309.369
"2015-07-08",309.505
"2015-07-09",311.389
"2015-07-10",311.852
"2015-07-13",312.07
"2015-07-14",311.812
"2015-07-15",312.014
"2015-07-16",310.735
"2015-07-17",310.372
"2015-07-20",310.883
"2015-07-21",312.966
"2015-07-22",313.666
"2015-07-23",313.445
"2015-07-24",315.11
"2015-07-27",315.736
"2015-07-28",317.721
"2015-07-29",319.983
"2015-07-30",322.087
"2015-07-31",320.514
"2015-08-04",318.657
"2015-08-05",319.58
"2015-08-06",318.306
"2015-08-07",317.553
"2015-08-10",318.11
"2015-08-11",318.542
"2015-08-12",320.528
"2015-08-13",321.516
"2015-08-14",323.783
"2015-08-17",323.114
"2015-08-18",322.848
"2015-08-19",325.455
"2015-08-20",331.298
"2015-08-21",330.549
"2015-08-24",322.721
"2015-08-25",323.294
"2015-08-26",323.612
"2015-08-27",327.79
"2015-08-28",328.663
"2015-08-31",328.007
"2015-09-01",326.472
"2015-09-02",327.135
"2015-09-03",328.156
"2015-09-04",330.401
"2015-09-07",332.339
"2015-09-08",337.282
"2015-09-09",341.504
"2015-09-10",343.393
"2015-09-11",341.262
"2015-09-14",340.042
"2015-09-15",339.803
"2015-09-16",341.113
"2015-09-17",341.192
"2015-09-18",340.249
"2015-09-21",340.157
"2015-09-22",339.535
"2015-09-23",341.774
"2015-09-24",343.874
"2015-09-25",345.644
"2015-09-28",347.624
"2015-09-29",346.738
"2015-09-30",346.596
"2015-10-01",348.667
"2015-10-02",351.99
"2015-10-05",353.902
"2015-10-06",352.856
"2015-10-07",354.501
"2015-10-08",355.448
"2015-10-09",355.749
"2015-10-12",356.733
"2015-10-13",361.103
"2015-10-14",361.413
"2015-10-15",363.233
"2015-10-16",363.464
"2015-10-19",364.124
"2015-10-20",365.568
"2015-10-21",364.859
"2015-10-22",367.266
"2015-10-23",368.992
"2015-10-26",375.196
"2015-10-27",376.829
"2015-10-28",376.009
"2015-10-29",381.09
"2015-10-30",380.446
"2015-11-02",378.83
"2015-11-03",379.038
"2015-11-04",377.24
"2015-11-05",377.375
"2015-11-06",376.356
"2015-11-09",375.815
"2015-11-10",375.776
"2015-11-11",370.621
"2015-11-12",370.085
"2015-11-13",375.57
"2015-11-16",373.7
"2015-11-17",369.409
"2015-11-18",367.436
"2015-11-19",368.339
"2015-11-20",369.24
"2015-11-23",381.95
"2015-11-24",380.448
"2015-11-25",378.062
"2015-11-26",376.787
"2015-11-27",377.142
"2015-11-30",377.076
"2015-12-01",375.959
"2015-12-02",377.97
"2015-12-03",378.95
"2015-12-04",379.432
"2015-12-07",378.753
"2015-12-08",382.47
"2015-12-09",382.482
"2015-12-10",381.495
"2015-12-11",383.316
"2015-12-14",384.6
"2015-12-15",382.094
"2015-12-16",382.74
"2015-12-17",384.764
"2015-12-18",384.031
"2015-12-21",386.024
"2015-12-22",385.677
"2015-12-23",387.018
"2015-12-28",385.011
"2015-12-29",384.182
"2015-12-30",388.091
"2015-12-31",388.091
"2016-01-04",391.074
"2016-01-05",393.662
"2016-01-06",395.151
"2016-01-07",391.232
"2016-01-08",390.974
"2016-01-11",384.328
"2016-01-12",385.03
"2016-01-13",382.624
"2016-01-14",370.375
"2016-01-15",361.454
"2016-01-18",361.279
"2016-01-19",372.13
"2016-01-20",364.44
"2016-01-21",369.826
"2016-01-22",377.27
"2016-01-25",375.476
"2016-01-26",376.464
"2016-01-27",374.956
"2016-01-28",373.307
"2016-01-29",375.251
"2016-02-01",376.101
"2016-02-02",376.208
"2016-02-03",376.612
"2016-02-04",373.628
"2016-02-05",372.439
"2016-02-08",365.981
"2016-02-09",371.912
"2016-02-10",373.839
"2016-02-11",369.912
"2016-02-12",370.542
"2016-02-15",369.696
"2016-02-16",369.543
"2016-02-17",373.038
"2016-02-18",371.346
"2016-02-19",371.413
"2016-02-22",374.468
"2016-02-23",379.468
"2016-02-24",377.835
"2016-02-25",384.865
"2016-02-26",389.187
"2016-02-29",389.886
"2016-03-01",391.91
"2016-03-02",392.173
"2016-03-03",390.683
"2016-03-04",392.666
"2016-03-07",393.154
"2016-03-08",390.338
"2016-03-09",391.687
"2016-03-10",393.759
"2016-03-11",394.468
"2016-03-14",397
"2016-03-15",398.989
"2016-03-16",396.199
"2016-03-17",396.236
"2016-03-18",398.172
"2016-03-21",397.032
"2016-03-22",396.244
"2016-03-23",396.048
"2016-03-29",394.378
"2016-03-30",398.044
"2016-03-31",398.428
"2016-04-01",399.256
"2016-04-04",399.264
"2016-04-05",394.77
"2016-04-06",394.033
"2016-04-07",397.113
"2016-04-08",398.998
"2016-04-11",398.071
"2016-04-12",399.196
"2016-04-13",402.542
"2016-04-14",403.145
"2016-04-15",403.975
"2016-04-18",404.235
"2016-04-19",403.83
"2016-04-20",403.618
"2016-04-22",403.674
"2016-04-25",402.548
"2016-04-26",406.543
"2016-04-27",411.125
"2016-04-28",411.79
"2016-04-29",397.845
"2016-05-02",388.039
"2016-05-03",395.09
"2016-05-04",395.875
"2016-05-06",401.152
"2016-05-09",401.371
"2016-05-10",402.111
"2016-05-11",399.298
"2016-05-12",400.039
"2016-05-13",398.987
"2016-05-17",392.954
"2016-05-18",390.284
"2016-05-19",385.879
"2016-05-20",382.889
"2016-05-23",384.933
"2016-05-24",388.049
"2016-05-25",387.158
"2016-05-27",388.929
"2016-05-30",391.742
"2016-05-31",392.765
"2016-06-01",391.67
"2016-06-02",390.797
"2016-06-03",386.595
"2016-06-06",380.11
"2016-06-07",384.483
"2016-06-08",380.561
"2016-06-09",381.672
"2016-06-10",383.268
"2016-06-13",381.462
"2016-06-14",382.487
"2016-06-15",386.21
"2016-06-16",388.132
"2016-06-20",391.935
"2016-06-21",396.873
"2016-06-23",396.154
"2016-06-24",381.431
"2016-06-27",370.333
"2016-06-28",379.139
"2016-06-29",380.588
"2016-06-30",384.177
"2016-07-01",385.426
"2016-07-04",381.753
"2016-07-05",382.521
"2016-07-06",378.816
"2016-07-07",379.768
"2016-07-08",380.216
"2016-07-11",385.523
"2016-07-12",390.021
"2016-07-13",395.075
"2016-07-14",397.176
"2016-07-15",396.717
"2016-07-18",396.061
"2016-07-19",392.925
"2016-07-20",393.02
"2016-07-21",391.277
"2016-07-22",390.602
"2016-07-25",390.332
"2016-07-26",386.705
"2016-07-27",386.448
"2016-07-28",374.566
"2016-07-29",370.332
"2016-08-02",375.298
"2016-08-03",377.163
"2016-08-04",379.273
"2016-08-05",375.2
"2016-08-08",369.954
"2016-08-09",370.747
"2016-08-10",369.924
"2016-08-11",368.964
"2016-08-12",371.274
"2016-08-15",376.105
"2016-08-16",378.518
"2016-08-17",376.9
"2016-08-18",377.223
"2016-08-19",374.213
"2016-08-22",375.524
"2016-08-23",374.835
"2016-08-24",386.811
"2016-08-25",382.044
"2016-08-26",380.151

GAMMA vísitölur

